budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
25000000,['Drama'],,9469,IbztjcDHzIHp5sV1Hi5r,English,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,,"['40 Acres & A Mule Filmworks', 'Touchstone Pictures']",['United States of America'],1998/5/1,21567853,136,['English'],,"The father, the son and the holy game.",He Got Game,6.7,1119
25000000,"['Comedy', 'Drama', 'Romance']",,1909,VvvXMsj1izY1fVy,English,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",,"['American Zoetrope', 'New Line Cinema']",['United States of America'],1994/10/1,22200000,97,['English'],,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,6.2,1119
25000000,"['Drama', 'Romance', 'War']",,22971,QcUsU2CS,English,Dear John,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,,['Screen Gems'],['United States of America'],2010/2/4,114977104,115,['English'],,Love brought them together. Will fate tear them apart?,Dear John,6.6,1119
25000000,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",,34813,HtXbbCV1CVo,English,The Losers,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",,"['DC Comics', 'DC Entertainment', 'Dark Castle Entertainment', 'Warner Bros.', 'Weed Road Pictures']",['United States of America'],2010/4/23,23580000,97,['English'],,Anyone Else Would Be Dead By Now.,The Losers,6.2,1119
25000000,"['Fantasy', 'Horror', 'Thriller']",,46261,BUY2Qv2I5qcNVvtVvU,English,Don't Be Afraid of the Dark,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,,"['FilmDistrict', 'Gran Via Productions', 'Miramax Films', 'Necropia', 'Tequila Gang']","['Australia', 'Mexico', 'United States of America']",2010/11/6,36993168,99,['English'],,Fear is never just make believe,Don't Be Afraid of the Dark,5.4,1119
25000000,"['Action', 'Crime', 'Thriller']",,10431,Yqsppo,English,War,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",,"['Current Entertainment', 'Fierce Entertainment', 'Lionsgate', 'Mosaic Media Group', 'Province of British Columbia Production Services Tax Credit', 'Rogue Films']","['Canada', 'United States of America']",2007/8/24,40452643,103,"['Chinese', 'Chinese', 'English', 'Japanese']",,Vengeance is the ultimate weapon.,War,6,1119
25000000,"['Comedy', 'Drama', 'Romance']",,8051,NcPePpq,English,Punch-Drunk Love,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,,"['Columbia Pictures', 'Ghoulardi Film Company', 'New Line Cinema']",['United States of America'],2002/10/25,17000000,95,['English'],,,Punch-Drunk Love,6.9,1119
25000000,['Comedy'],,9352,W2z1TPYfIHHtqiUVfCVbNsMvxy,English,EuroTrip,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",,"['Blue Sea Productions', 'DreamWorks SKG', 'The Montecito Picture Company']",['United States of America'],2004/2/20,20796847,93,"['English', 'French', 'German', 'Italian', 'Japanese']",,No actual Europeans were harmed in the making of this film.,EuroTrip,6.5,1119
25000000,"['Drama', 'Family']",,15487,UR,English,The Greatest Game Ever Played,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",,['Walt Disney Pictures'],['United States of America'],2005/9/30,15431177,120,['English'],,Based on a True Story,The Greatest Game Ever Played,6.9,1119
30000000,"['Science Fiction', 'Thriller']",,22825,XUPev2PqxxWx5zCH1eTN5sWMspMBVTVBcGvC1XTGGG5ezh,English,The Box,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",,"['Darko Entertainment', 'Lin Pictures', 'Media Rights Capital', 'Radar Pictures', 'Warner Bros.']",['United States of America'],2009/9/17,33333531,115,['English'],,All you have to do is push the button.,The Box,5.4,1119
25000000,['Comedy'],,1831,XpVvCcqtcx1isGtbHGxBIBCk,English,The Next Best Thing,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",,"['Lakeshore Entertainment', 'Paramount Pictures']",['United States of America'],2000/3/3,24362772,108,"['English', 'French']",,Best Friends Make The Best Mistakes,The Next Best Thing,4.3,1119
25000000,"['Drama', 'Horror', 'Mystery', 'Thriller']",,43931,U25BB2QbWw,English,My Soul to Take,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,,"['Relativity Media', 'Rogue']",['United States of America'],2010/10/8,19829957,107,['English'],,Only One Has The Power To Save Their Souls,My Soul to Take,5.2,1119
25000000,['Comedy'],,10591,CqeTpqzGxcPjDPF,English,The Girl Next Door,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",,"['Daybreak', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Regency Enterprises']",['United States of America'],2004/4/9,30411183,108,['English'],,Matt never saw her coming... but all his friends had!,The Girl Next Door,6.3,1119
25000000,"['Action', 'Adventure', 'Thriller']",,10861,NYT2p22XVk,English,Maximum Risk,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",,['Columbia Pictures'],['United States of America'],1996/9/13,51702483,100,['English'],,The Other Side of Safety.,Maximum Risk,5.2,1119
25000000,"['Crime', 'Thriller']",,276907,tptQB1Gd,English,Legend,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",,"['Anton Capital Entertainment (ACE)', 'Cross Creek Pictures', 'Working Title Films']","['France', 'United Kingdom', 'United States of America']",2015/9/9,42972994,131,['English'],,"Love, fight, live, rule like a legend.",Legend,6.7,1119
88,"['Action', 'Comedy']",,10074,YCIeCtNto,English,Hot Rod,"For Rod Kimball, performing stunts is a way of life, even though he is rather accident-prone. Poor Rod cannot even get any respect from his stepfather, Frank, who beats him up in weekly sparring matches. When Frank falls ill, Rod devises his most outrageous stunt yet to raise money for Frank's operation -- and then Rod will kick Frank's butt.",,['Paramount Pictures'],['United States of America'],2007/8/3,14334401,88,['English'],,Smack destiny in the face.,Hot Rod,6.3,1119
28000000,"['Horror', 'Thriller']",,65055,YCVt2DtYXUU,English,Shark Night,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to fresh-water shark attacks.,,['Incentive Filmed Entertainment'],['United States of America'],2011/9/2,10126458,91,"['English', 'Portuguese']",,Terror runs deep.,Shark Night,4.9,1119
25,['Drama'],,10397,zPDvqz5jGYcXi5ffWO,English,Angela's Ashes,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",,"['Paramount Pictures', 'Universal Pictures']","['Ireland', 'United States of America']",1999/12/25,13,145,['English'],,,Angela's Ashes,7,1119
25000000,['Drama'],,200505,WVf,English,Draft Day,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",,"['Lionsgate', 'Summit Entertainment']",['United States of America'],2014/4/11,28831145,109,['English'],,The greatest victories don't always happen on the field.,Draft Day,6.5,1119
25000000,"['Crime', 'Drama', 'History']",,60309,2QbHIDQItpfBPG5NNXtf1sGTB7,English,The Conspirator,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",,"['American Film Company', 'Wildwood Enterprises']",['United States of America'],2010/9/10,15478800,122,['English'],,One bullet killed the President. But not one man.,The Conspirator,6.2,1119
25000000,['Drama'],,9787,XPPHTMGd,English,Lords of Dogtown,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.",,"['Columbia Pictures', 'TriStar Pictures']","['Germany', 'United States of America']",2005/6/3,13411957,107,"['English', 'Spanish']",,"They never thought they'd be famous, but they always thought they'd be friends.",Lords of Dogtown,7,1119
25000000,"['Drama', 'History']",,293646,tevcT5zNtYfUtF,English,The 33,"Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.",,"['Alcon Entertainment', 'Fabula', 'Half Circle', 'Phoenix Pictures']","['Chile', 'United States of America']",2015/8/6,24902723,120,"['English', 'Spanish']",,Hope Runs Deep,The 33,6,1119
25000000,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,6978,HtMeIQCzvk,English,Big Trouble in Little China,"When trucker, Jack Burton agreed to take his friend, Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for immortal sorcerer, Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",,"['TAFT Entertainment Pictures', 'Twentieth Century Fox Film Corporation']",['United States of America'],1986/5/30,11000000,99,"['Chinese', 'English']",,Adventure doesn't come any bigger!,Big Trouble in Little China,7.1,1119
25000000,"['Action', 'Drama']",,59440,TiWGBMUtsBpHPpjzcvTsUBMWR,English,Warrior,"The inspirational story of an estranged family that finds redemption in the unlikeliest of places‚Ä¶the MMA ring. Tommy Riordan (Tom Hardy), an ex-marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for ‚ÄúSparta‚Ä? the biggest MMA tournament ever held. But when Tommy‚Äôs underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart. What ensues is the most gut-wrenching, soul-stirring, and unforgettable battle of their lives.",,"['Filmtribe', 'Lionsgate', 'Mimran Schur Pictures', 'Solaris Film']",['United States of America'],2011/9/9,23057115,140,['English'],,Fight for Family,Warrior,7.7,1119
28000000,"['Drama', 'Thriller']",,1770,VeWIBsUtGIMpGf8,English,Michael Collins,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",,"['Geffen Pictures', 'Warner Bros.']","['Ireland', 'United Kingdom']",1996/10/25,16900000,132,['English'],,"Ireland, 1916. His Dreams Inspired Hope. His Words Ignited Passion. His Courage Forged A Nation's Destiny.",Michael Collins,6.7,1119
254,"['Drama', 'History', 'War']",,10655,MHcX15xPP2Mi2xPpH5Y7,English,Gettysburg,"Summer 1863. The Confederacy pushes north into Pennsylvania. Union divisions converge to face them. The two great armies clash at Gettysburg, site of a theology school. For three days, through such legendary actions as Little Round Top and Pickett's Charge, the fate of ""one nation, indivisible"" hangs in the balance.",,"['Esparza / Katz Productions', 'TriStar Television']",['United States of America'],1993/10/8,25000000,254,['English'],,,Gettysburg,6.6,1119
25000000,"['Drama', 'War']",,8988,VejvXtCp57,English,Stop-Loss,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",,"['MTV Films', 'Paramount Pictures', 'Peirce Pictures', 'Scott Rudin Productions']",['United States of America'],2008/3/28,11207130,113,['English'],,The bravest place to stand is by each other's side.,Stop-Loss,6.1,1119
25000000,"['Drama', 'Mystery', 'Thriller']",,15992,WvvIi5BfTqCi1CxUHxpIIW2sPfxCxn,English,Abandon,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.",,"['Paramount Pictures', 'Spyglass Entertainment', 'Touchstone Pictures']","['Australia', 'United States of America']",2002/10/14,10719357,99,"['English', 'Italian']",,Watch who you leave behind.,Abandon,4.6,1119
25000000,"['Drama', 'Thriller']",,17707,NVYTDQMIMpp,English,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",,"['Adam Fields Productions', 'Fox 2000 Pictures', 'Twentieth Century Fox Film Corporation', 'Two Girls Productions']",['United States of America'],1999/8/13,13000000,100,"['English', 'Thai']",,"Their graduation present was a trip to paradise, but they never thought they would land in hell.",Brokedown Palace,6.2,1119
14000000,"['Horror', 'Thriller']",,77883,,English,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",,"['Ghost House Pictures', 'North Box Productions']","['Canada', 'United States of America']",2012/8/30,85446075,92,['English'],,Fear The Demon That Doesn't Fear God,The Possession,5.8,1119
25000000,"['Comedy', 'Drama', 'Romance']",,40001,tzjGpVeq,English,Mrs. Winterbourne,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",,['TriStar Pictures'],['United States of America'],1996/4/19,10070000,105,['English'],,The story of a girl who is going from filthy to rich,Mrs. Winterbourne,5.3,1119
25000000,"['Drama', 'Thriller']",,64639,Wc1qcpv1QQVPWjvHxe3,English,Straw Dogs,"L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",,['Battleplan Productions'],['United States of America'],2011/9/16,10324441,110,['English'],,Everyone Has A Breaking Point,Straw Dogs,5.5,1119
25000000,"['Comedy', 'Drama']",,9903,zCTbHHfPy,English,The Hoax,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",,"['Bob Yari Productions', 'Miramax Films', 'The Mark Gordon Company', 'Yari Film Group']",['United States of America'],2006/10/14,11772461,116,['English'],,Never let the truth get in the way of a good story.,The Hoax,6.4,1119
32000000,"['Adventure', 'Drama']",,20766,WYqHtvjr,English,The Road,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",,"['2929 Productions', 'Chockstone Pictures', 'Dimension Films', 'Nick Wechsler Productions']",['United States of America'],2009/11/25,27635305,111,['English'],,In a moment the world changed forever.,The Road,6.8,1119
25000000,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",,24264,W2sHt25qTzQtl,English,Sheena,"Sheena's white parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.",,"['Colgems Productions Ltd.', 'Columbia Pictures Corporation', 'Delphi II Productions']",[],1984/8/17,5778353,117,['English'],,,Sheena,5,1119
25000000,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",,9067,Ve2XYxB1QPNMpL,English,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",,['Trilogy Entertainment Group'],['United States of America'],1995/3/31,4064495,98,['English'],,"In 2033, justice rides a tank and wears lip gloss.",Tank Girl,5.5,1119
25000000,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",,8338,CpX2XCqIUNYvUsCtGvNNxe,English,Blindness,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",,"['Alliance Films', 'Ancine', 'Asmik Ace Entertainment', 'BNDES', 'Bee Vine Pictures', 'Cinema Investment', 'Corus Entertainment', 'Fox Filmes do Brasil', 'GAGA', 'Movie Central Network', 'O2 Filmes', 'Rhombus Media', 'Téléfilm Canada']","['Brazil', 'Canada', 'Japan']",2008/5/14,19844979,121,"['English', 'Japanese']",,,Blindness,6.4,1119
25000000,"['Action', 'Adventure', 'Fantasy', 'Horror']",,168705,QHVe1XWcXw,English,BloodRayne,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fits of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause.",,['Boll KG'],['United States of America'],2005/10/22,2405420,95,"['English', 'Portuguese']",,Revenge never tasted so sweet.,BloodRayne,3.5,1119
25000000,"['Comedy', 'Drama']",,72113,Y1iCIPpT5BPGTcUYPzNtVNtVXtiszy,English,Carnage,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",,"['Canal+', 'CinéCinéma', 'Constantin Film Produktion', 'France 2 Cinéma', 'France Télévisions', 'Polski Instytut Sztuki Filmowej', 'SBS Productions', 'SPI Film Studio', 'Versátil Cinema', 'Wild Bunch', 'Zanagar Films']","['France', 'Germany', 'Poland', 'Spain']",2011/9/16,27603069,80,['English'],,A new comedy of no manners,Carnage,7,1119
91,"['Family', 'Fantasy']",,94352,VeNVezVeM5iWCHfNo,English,Cirque du Soleil: Worlds Away,"An original story featuring performances by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.",,['Reel FX Creative Studios'],['United States of America'],2012/11/9,34153101,91,['English'],,Experience a Journey Like Never Before,Cirque du Soleil: Worlds Away,6.1,1119
25000000,['Drama'],,22256,bqficXCTm,English,Without Limits,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",,"['Cruise/Wagner Productions', 'Warner Bros.']",['United States of America'],1998/9/11,777423,117,['English'],,PRE. The way he competed. The way he lived his life.,Without Limits,6.2,1119
25000000,"['Comedy', 'Drama', 'Romance']",,12404,Df5WIVWxPUR,English,Me and Orson Welles,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.",,"['CinemaNX', 'Freestyle Releasing', 'Isle of Man Film']",['United States of America'],2009/11/25,2336172,114,['English'],,If you want to discover life learn from the master,Me and Orson Welles,6.6,1119
13500000,"['Crime', 'Drama', 'Mystery', 'Romance']",,152742,Ve5VeBVePVeQtXk,English,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family‚Äôs priceless art collection, Virgil allows himself to form an attachment to her ‚Ä?and soon he is engulfed by a passion which will rock his bland existence to the core.",,"['Business Location Sudtirol Alto Adige', 'Friuli Venezia Giulia Film Commission', 'Paco Cinematografica', 'Regione Lazio', 'UniCredit Group', 'Warner Bros.']",['Italy'],2013/1/1,19255873,124,['English'],,A Master of Possession. A Crime of Obsession,The Best Offer,7.7,1119
25000000,"['Crime', 'Drama']",,11699,cxQfzPDqtibxCTg,English,The Bad Lieutenant: Port of Call - New Orleans,"Terrence McDonagh, a New Orleans Police sergeant, who starts out as a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",,"['Edward R. Pressman Film', 'Lieutenant Productions', 'Millennium Films', 'Nu Image Films', 'Osiris Productions', 'Polsky Films', 'Saturn Films']",['United States of America'],2009/9/11,10589102,122,"['English', 'Spanish']",,The only criminal he can't catch is himself.,The Bad Lieutenant: Port of Call - New Orleans,6,1119
25000000,"['Comedy', 'Drama']",,48034,IUBzjCsNtsNtsfGWC2UC2bC2PCi5txC2sC2GUIXtcXt1BfXVeb,French,Les petits mouchoirs,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",,"['EuropaCorp', 'Les Productions du Trésor', 'M6 Films']",['France'],2010/10/20,48531470,154,['French'],,The one thing friends can't escape is a few home truths.,Little White Lies,7.1,1119
25000000,"['Animation', 'Family']",,36696,MXvpGQiPNPm,Russian,–ë–µ–ª–∫–∞ –∏ –°—Ç—Ä–µ–ª–∫–∞. –ó–≤—ë–∑–¥–Ω—ã–µ —Å–æ–±–∞–∫–∏,"Belka, the amazing flying dog is unexpectedly hurdled into the streets of Moscow when the rocket she is in malfunctions during one of her circus routines. Fortunately the crash leads her to meet a streetwise dog named Strelka and her irredeemable rat friend Venya. Together with other amusing friends found along the way, the three find themselves in a space program-training center where they get sent away in a rocket, leaving planet Earth...",,['CN Film'],"['Russia', 'United States of America']",2010/3/18,6500000,85,['Russian'],,,Space Dogs,6.3,1119
25000000,"['Crime', 'Drama', 'Thriller']",,109091,HTIDBiIetCXtMk,English,The Counselor,A rich and successful lawyer named Counselor is about to get married to his fianc√©e but soon meets up with the middle-man known as Westray who tells him his drug trafficking plan has taken a horrible twist and now he must protect himself and his soon bride-to-be lover as the truth of the drug business uncovers and targets become chosen.,,"['Big Screen Productions', 'Chockstone Pictures', 'Fox 2000 Pictures', 'Ingenious Media', 'Kanzaman', 'Nick Wechsler Productions', 'Scott Free Productions', 'TSG Entertainment', 'Translux']","['United Kingdom', 'United States of America']",2013/10/25,71009334,117,['English'],,Sin Is A Choice.,The Counselor,5,1119
25000000,"['Action', 'Drama', 'History']",,33157,TevtNtzk,English,Waterloo,"After defeating France and imprisoning Napoleon on Elba, ending two decades of war, Europe is shocked to find Napoleon has escaped and has caused the French Army to defect from the King back to him. The best of the British generals, the Duke of Wellington, beat Napolean's best generals in Spain and Portugal, but now must beat Napoleon himself with an Anglo Allied army.",,"['Dino de Laurentiis Cinematografica', 'Mosfilm', 'Paramount Pictures']","['Italy', 'Russia']",1970/10/26,3052000,128,"['English', 'Russian']",,,Waterloo,7,1119
14000000,"['Drama', 'Romance']",,859,cNiUNqqvTv5Us5sPceMTvxjztPpCeYiTj5xMP2q1fP6,English,Dangerous Liaisons,Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil‚Äôs asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don‚Äôt go as planned in this love triangle drama.,,"['Lorimar Film Entertainment', 'NFH Productions', 'Warner Bros.']","['United Kingdom', 'United States of America']",1988/12/16,34670720,119,['English'],,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.,Dangerous Liaisons,7,1119
25000000,"['Adventure', 'Drama']",,83770,UN5PsTNtQC2pTDBsIHecq5c1ib55HpvzUiqHic1DBGbMCU1YW7,English,On the Road,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.",,"['American Zoetrope', 'Canal+', 'Ciné+', 'Film4', 'France 2 Cinéma', 'France Télévisions', 'Jerry Leider Company', 'Kramer & Sigman Films', 'MK2 Productions', 'Nomadic Pictures', 'SPAD Films', 'Vanguard Films', 'VideoFilmes']","['Brazil', 'France', 'United Kingdom', 'United States of America']",2012/5/22,8784318,137,"['English', 'French']",,The best teacher is experience.,On the Road,5.5,1119
24000000,"['Adventure', 'Science Fiction']",,168,VpHTWWBIUfbHU2TibUR,English,Star Trek IV: The Voyage Home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!",,['Paramount Pictures'],['United States of America'],1986/11/25,133000000,119,"['English', 'Finnish']",,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,6.9,1119
24000000,['Drama'],,1246,NTsiDVsVp151t2bsUCUBWfB1PvGpvQDBB5tWzfT2CTHT1HTBUDK,English,Rocky Balboa,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder, Mason Dixon retaliates by challenging Rocky to a nationally televised, 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior.",,"['Columbia Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Revolution Studios', 'Rogue Marble']",['United States of America'],2006/12/20,155721132,102,"['English', 'Spanish']",,It ain't over 'til it's over.,Rocky Balboa,6.5,1119
24000000,"['Horror', 'Mystery']",,4233,VpcevDI3,English,Scream 2,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",,"['Dimension Films', 'Konrad Pictures', 'Maven Entertainment', 'Miramax Films']",['United States of America'],1997/12/9,172363301,120,['English'],,Someone has taken their love of sequels one step too far.,Scream 2,6.1,1119
25000000,"['Action', 'Drama', 'Western']",,174751,,English,Jane Got a Gun,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",,"['1821 Pictures', 'Handsomecharlie Films', 'Scott Pictures', 'Straight Up Films', 'Unanimous Pictures']",['United States of America'],2016/1/1,1397284,98,['English'],,,Jane Got a Gun,5.4,1119
