revenue,budget,release_date,runtime,vote_average,vote_count
254134910,30000000,34898,89,6.0,733
114281051,30000000,41128,100,5.8,284
105173115,30000000,39555,111,6.4,1172
92374674,45000000,38575,109,6.7,607
63833449,30000000,39561,99,5.8,205
114663461,30000000,39822,89,5.9,856
69631118,19000000,38219,95,5.3,214
96455697,37000000,38090,98,6.3,1204
151119219,30000000,40674,94,7.4,1990
83282296,53000000,36985,124,7.4,1317
118880016,80000000,36213,131,5.8,196
70200000,30000000,32668,107,5.6,376
51132598,30000000,34411,83,6.3,521
152427960,30000000,31191,131,6.0,506
192452832,30000000,38599,85,6.8,643
156835339,30000000,39401,126,6.9,977
93772522,30000000,38358,102,5.1,123
129266061,30000000,39323,123,7.4,1049
45892212,30000000,32773,125,6.2,243
54819301,30000000,41012,92,4.9,140
117195061,40000000,38604,77,7.2,1894
42647449,118,38730,118,7.2,144
84025816,30000000,42264,121,7.2,2416
91709827,30000000,42170,123,7.3,2067
90810892,30000000,39887,99,6.2,966
65663276,25000000,42110,112,7.4,1990
159291809,30000000,40394,107,6.6,582
51842679,25000000,37476,104,5.6,159
53653224,30000000,38969,113,7.1,721
75505973,30000000,39372,113,6.2,767
66486080,30000000,41011,95,6.5,2263
84646831,30000000,39471,84,3.7,359
38413606,30000000,32344,126,7.2,238
38122105,27000000,32094,101,6.4,703
38748395,25000000,31765,94,6.6,384
63782078,30000000,40640,111,6.5,1263
51376861,30000000,35755,95,3.8,221
36160375,30000000,40724,98,5.7,359
82394288,30000000,41563,100,5.8,1463
34742066,30000000,38793,108,6.6,162
41480851,30000000,38975,125,6.5,206
48428063,30000000,40044,79,6.6,1262
63372757,30000000,41312,106,6.4,1323
14460000,30000000,40646,63,6.8,258
39267515,19000000,37785,85,4.1,210
29202884,30000000,35930,108,6.3,66
31911598,139,41852,139,6.4,158
24048000,30000000,34915,106,5.4,163
60896147,95,38888,95,4.8,442
108609310,30000000,40577,108,5.8,339
22034832,35000000,38205,111,5.2,112
53909751,30000000,41026,124,5.7,457
21800302,30000000,38153,104,5.0,66
51148651,30000000,40500,133,6.9,905
31070211,30000000,38779,87,4.8,458
35294470,30000000,38371,109,6.0,311
19204929,30000000,35832,87,6.0,127
17193231,25000000,35265,98,5.2,47
102820008,30000000,40504,112,6.6,1233
16930884,30000000,39127,108,5.7,313
25224242,35000000,38395,126,6.8,125
26155781,40000000,38084,98,5.5,278
37962774,37000000,31625,110,5.1,221
31148328,30000000,39700,130,6.3,240
15007991,30000000,38589,97,5.1,202
15368897,30000000,37788,96,5.0,68
13001257,30000000,38233,114,6.7,157
24922237,17000000,40773,106,6.0,603
30536013,30000000,38711,135,6.4,330
30114487,25000000,38107,102,4.7,114
12,23000000,37995,111,6.1,152
13521829,30000000,40662,86,4.8,131
18618284,30000000,38604,108,6.7,161
64352607,30000000,40087,123,6.3,869
8454301,30000000,40477,134,7.2,129
62616646,30000000,41541,91,5.5,543
18195610,30000000,36903,108,5.8,153
26828365,18000000,32857,122,7.4,383
18074539,118,41341,118,5.9,638
3102550,80,38580,80,5.4,29
35078241,30000000,39054,92,6.3,141
480314,21000000,38967,87,5.0,205
14711793,30000000,39327,160,7.0,776
108348,30000000,40727,125,5.0,41
2527904,30000000,40809,129,6.4,286
140752617,19000000,42562,83,5.6,2238
287506194,29000000,42131,115,6.8,1940
186438883,28000000,38608,136,7.3,718
37036004,30000000,36630,127,5.9,159
33013805,30000000,37620,113,6.6,275
16930185,29000000,37488,100,5.0,85
78636257,29000000,42467,91,5.5,431
24829644,12000000,38302,87,4.9,287
21126225,29000000,38415,103,6.8,455
504050219,28000000,33933,90,7.4,3416
201634991,28000000,42229,147,7.7,1355
333000000,28000000,30825,118,7.1,2781
100491683,30000000,36119,79,5.7,147
105178561,60000000,36987,104,6.1,400
48902953,29000000,42496,110,6.6,392
98185582,29000000,37875,102,6.2,594
140767956,28000000,32339,131,7.5,3948
92380927,28000000,39481,99,6.4,564
133346506,28000000,42349,130,7.3,2607
64445708,28000000,38023,135,7.0,159
102356381,28000000,38065,101,6.8,1016
94728529,35000000,36917,103,5.5,427
17137302,30000000,41524,115,6.5,356
71441250,21000000,37169,110,7.4,1286
90259536,30000000,37736,90,7.1,1061
134402450,28000000,41578,105,6.4,799
195312802,28000000,29760,127,6.3,490
77516304,28000000,37169,90,6.6,521
101646581,27000000,34592,99,5.5,282
60780981,28000000,37162,89,6.1,1337
97594140,28000000,41312,115,6.9,823
39514713,28000000,34166,96,6.4,471
92601050,28000000,39288,104,6.1,327
96188903,28000000,40259,117,7.1,4645
40547440,28000000,40766,83,5.6,531
33000337,28000000,36882,99,4.6,148
100654149,28000000,41920,81,6.1,493
121147947,28000000,38611,135,7.7,1358
33139618,28000000,30127,117,7.9,3509
31596911,28000000,34802,139,6.5,148
52597999,28000000,41684,113,6.0,883
54926886,21000000,39227,117,6.5,323
20217080,35866397,37237,98,7.0,49
38159905,28000000,38849,103,5.8,491
8888143,28000000,36434,119,6.0,69
45236543,28000000,40193,94,5.5,345
8345056,28000000,35622,86,5.5,46
14010832,28000000,37127,98,4.8,296
7002261,28000000,42258,108,5.8,195
16374328,28000000,42404,108,5.5,640
5684789,28000000,35789,134,6.8,91
17286299,27000000,39723,110,6.2,244
60700000,28000000,41472,103,6.3,2224
23321954,24000000,38961,145,5.6,61
68896829,28000000,41751,90,5.7,615
187500000,27500000,30472,131,6.2,527
219076518,30000000,39234,129,6.2,1214
95714875,30000000,39990,109,7.1,598
43650785,35000000,39486,114,5.7,57
27187653,8000000,31030,163,6.9,67
49469904,15000000,39076,92,6.9,235
24748670,27500000,39332,120,6.2,205
96900000,27000000,33577,113,6.7,413
60527873,27000000,35706,115,6.2,345
115229890,27000000,29389,133,7.5,1065
44352417,27000000,39666,117,6.0,238
129000000,27000000,37372,101,6.6,607
56870414,27000000,36356,82,5.5,247
56308881,27000000,38772,110,7.4,1323
21500000,27000000,30609,193,7.3,235
15395087,30000000,40837,130,6.3,288
20158808,27000000,30777,102,7.0,1002
27200316,27000000,35853,100,7.2,828
11137801,25000000,31219,109,6.7,120
76000000,27000000,35880,113,5.9,44
29000000,27000000,40038,109,6.1,563
13000000,27000000,38226,99,5.5,98
85564310,27000000,40773,89,4.4,222
93282604,27000000,42502,98,6.5,1068
14,28,37232,93,5.9,173
4488529,112,36490,112,5.9,56
21148829,27000000,38114,106,6.3,333
6673422,25000000,39738,104,5.2,127
183293131,26000000,39828,91,5.2,788
110230332,26000000,37836,97,6.0,879
109449237,26000000,38575,116,6.2,1983
289317794,25000000,36140,122,6.8,796
53181600,28000000,41900,113,6.2,1131
201957688,15000000,33228,111,5.8,628
101624843,27000000,39666,111,6.6,1148
65705772,26000000,36007,121,6.8,399
68296293,22000000,37862,139,7.0,262
61489265,26000000,33094,115,6.3,404
50750000,22000000,28291,175,6.9,207
57891803,26000000,38568,85,6.2,455
90426405,26000000,37652,90,5.9,1023
71868327,26000000,36768,106,7.3,1112
67918658,26000000,40199,100,5.2,629
86175291,25000000,41382,130,6.1,1573
38793283,26000000,37332,94,4.9,89
43318349,26000000,39840,104,6.8,633
28818995,26000000,38324,100,5.2,144
142044638,56000000,40885,118,5.7,718
35402320,42000000,37106,118,5.8,198
29657751,26000000,40977,111,6.1,426
14000000,30000000,38041,110,4.8,54
36800000,26000000,34667,99,4.5,110
20080020,25530000,35202,95,5.3,84
30523226,26000000,42195,116,6.3,1091
82466670,25000000,38595,129,6.8,417
611899420,30000000,38042,127,6.9,864
441286195,25000000,34297,125,7.0,1591
412800000,25000000,32488,133,7.6,1709
269958228,33000000,39791,116,7.8,3086
29506464,25100000,39738,131,6.1,143
226830568,25000000,39496,93,7.2,4369
35926213,26000000,41928,117,7.2,765
411006740,25000000,33933,129,6.1,661
321365567,22000000,34302,195,8.3,4329
124272124,25000000,40764,146,7.8,1910
8555008,28000000,41558,128,5.7,364
181466833,93,38070,93,5.4,500
114908830,30000000,37848,97,5.8,594
80936232,25000000,37246,83,5.6,231
170764026,25000000,39462,85,6.4,2251
78000000,25000000,33319,88,5.8,286
76270454,25000000,31930,119,7.6,1384
171600000,25000000,39394,122,7.7,3003
153997819,25000000,41646,99,6.1,853
281929795,25000000,36994,97,6.5,1356
152500343,25000000,36874,121,6.8,951
124914842,45000000,37804,95,5.1,377
119772232,25000000,41268,104,5.7,210
147780440,25000000,40564,107,6.1,1331
56505065,25000000,34328,130,7.4,626
91036760,25000000,36605,115,6.0,330
60922980,2800000,27917,111,7.2,476
117719158,25000000,38758,93,5.8,974
99357138,25000000,41018,101,6.8,946
137587063,60000000,39129,96,7.0,1113
77278331,25000000,40934,117,6.4,1119
122644820,25000000,38379,101,6.1,1119
90574188,26000000,38177,94,6.7,1119
46836394,25000000,33128,145,8.2,1119
58795814,28000000,37694,102,5.0,1119
122489822,25000000,38646,97,6.4,1119
65884703,25000000,30658,170,8.0,1119
43984230,23000000,32071,163,7.4,1119
63100000,25000000,40920,109,6.1,1119
77208711,25000000,39444,158,7.9,1119
41604473,25000000,37407,86,5.5,1119
39053061,25000000,38504,119,6.3,1119
64437847,25000000,37078,98,6.4,1119
70442940,25000000,39682,97,5.6,1119
36351350,25000000,38505,105,5.4,1119
38307627,25000000,41768,124,6.6,1119
66980456,25000000,41862,94,6.4,1119
63102666,17000000,37841,104,5.5,1119
59192128,25000000,39346,101,5.5,1119
56489558,25000000,37680,101,5.8,1119
41597830,25000000,37617,114,7.0,1119
33889159,20000000,38793,105,6.4,1119
229736344,25000000,39163,90,6.1,1119
70992898,20000000,38225,97,4.9,1119
2415472,25500000,41508,128,6.0,1119
66122026,25000000,39407,114,7.1,1119
82150642,30000000,36051,124,7.1,1119
50671850,25000000,36084,89,5.5,1119
29548291,25485000,25594,144,6.9,1119
100000000,25000000,35783,93,4.7,1119
34942188,25000000,40886,81,5.4,1119
28341469,25000000,34600,142,8.5,1119
39438674,21150000,36993,92,4.7,1119
25023434,27000000,35250,113,6.7,1119
39171130,25000000,41998,111,5.7,1119
74188937,25000000,41634,121,6.9,1119
27645491,25000000,38428,98,5.9,1119
42886719,30000000,38464,107,6.5,1119
46152800,23000000,42426,106,7.2,1119
21567853,25000000,35916,136,6.7,1119
22200000,25000000,34608,97,6.2,1119
114977104,25000000,40213,115,6.6,1119
23580000,25000000,40291,97,6.2,1119
36993168,25000000,40488,99,5.4,1119
40452643,25000000,39318,103,6.0,1119
17000000,25000000,37554,95,6.9,1119
20796847,25000000,38037,93,6.5,1119
15431177,25000000,38625,120,6.9,1119
33333531,30000000,40073,115,5.4,1119
24362772,25000000,36588,108,4.3,1119
19829957,25000000,40459,107,5.2,1119
30411183,25000000,38086,108,6.3,1119
51702483,25000000,35321,100,5.2,1119
42972994,25000000,42256,131,6.7,1119
14334401,88,39297,88,6.3,1119
10126458,28000000,40788,91,4.9,1119
13,25,36519,145,7.0,1119
28831145,25000000,41740,109,6.5,1119
15478800,25000000,40431,122,6.2,1119
13411957,25000000,38506,107,7.0,1119
24902723,25000000,42222,120,6.0,1119
11000000,25000000,31562,99,7.1,1119
23057115,25000000,40795,140,7.7,1119
16900000,28000000,35363,132,6.7,1119
25000000,254,34250,254,6.6,1119
11207130,25000000,39535,113,6.1,1119
10719357,25000000,37543,99,4.6,1119
13000000,25000000,36385,100,6.2,1119
85446075,14000000,41151,92,5.8,1119
10070000,25000000,35174,105,5.3,1119
10324441,25000000,40802,110,5.5,1119
11772461,25000000,39004,116,6.4,1119
27635305,32000000,40142,111,6.8,1119
5778353,25000000,30911,117,5.0,1119
4064495,25000000,34789,98,5.5,1119
19844979,25000000,39582,121,6.4,1119
2405420,25000000,38647,95,3.5,1119
27603069,25000000,40802,80,7.0,1119
34153101,91,41222,91,6.1,1119
777423,25000000,36049,117,6.2,1119
2336172,25000000,40142,114,6.6,1119
19255873,13500000,41275,124,7.7,1119
10589102,25000000,40067,122,6.0,1119
48531470,25000000,40471,154,7.1,1119
6500000,25000000,40255,85,6.3,1119
71009334,25000000,41572,117,5.0,1119
3052000,25000000,25867,128,7.0,1119
34670720,14000000,32493,119,7.0,1119
8784318,25000000,41051,137,5.5,1119
133000000,24000000,31741,119,6.9,1119
155721132,24000000,39071,102,6.5,1119
172363301,24000000,35773,120,6.1,1119
1397284,25000000,42370,98,5.4,1119
70181428,24000000,41810,105,6.4,1119
106371651,41300000,36574,98,6.2,1119
80035402,8200000,30729,107,6.4,1119
87055349,24000000,37673,91,6.6,1119
41895491,24000000,33490,137,7.2,1119
40002112,65000000,36112,100,5.1,1119
36609995,24000000,36623,115,6.1,1119
42105111,24000000,39709,102,6.1,1119
68729358,24000000,40103,93,5.9,1119
16980098,17000000,38009,95,5.5,1119
16290976,24000000,36355,87,5.8,1119
21049053,24000000,28787,134,5.9,1119
12372410,24000000,36623,107,4.7,1119
8434146,24000000,36519,124,5.7,1119
30551495,24000000,40802,89,5.0,1119
83188165,24000000,40410,88,5.3,1119
4562146,24000000,35881,93,4.1,1119
669276,28000000,34235,72,6.8,1119
23081726,24000000,40505,98,6.1,1119
102391382,23600000,40093,88,7.2,1119
185991646,23000000,36105,90,5.9,1119
538400000,18000000,29358,124,8.2,1119
141407024,19000000,34796,118,6.5,1119
86930411,23000000,33417,85,6.6,1119
53302314,23000000,36601,98,6.4,1119
75993061,12500000,40810,101,6.5,1119
53187659,23000000,36574,108,6.7,1119
47351251,23000000,41626,126,7.9,1119
36642838,23000000,37169,97,6.3,1119
6399,25000000,41613,99,5.1,1119
18653615,23000000,36476,114,5.9,1119
33372606,23000000,40853,93,5.6,1119
51881013,23000000,31975,89,3.5,1119
10827816,23000000,36497,102,6.6,1119
7434726,23000000,33473,98,6.1,1119
29541790,23000000,39325,124,6.6,1119
9366227,23000000,39854,86,5.9,1119
16123851,23000000,38231,141,5.5,1119
5837674,23000000,40165,139,6.5,1119
94679598,25000000,39275,104,6.5,1119
38119483,22700000,31952,96,6.7,1119
15520023,22500000,41998,112,6.8,1119
505000000,22000000,33066,127,6.9,1119
369884651,23000000,35991,119,6.5,1119
189833357,22000000,34648,97,6.3,1119
75597042,20000000,37340,127,6.5,1119
147880543,22000000,39353,110,6.0,1119
182016617,24000000,34847,135,7.3,1119
84772742,22000000,37043,84,4.6,1119
77737889,22000000,30285,191,7.4,1119
88880821,22000000,41857,122,7.3,1119
110627965,22000000,34908,114,5.6,1119
92542418,22000000,37253,132,7.2,1119
67800064,22000000,41698,138,5.9,1119
95708457,22000000,37883,121,6.6,1119
57479076,22000000,38667,108,6.1,1119
35424826,22000000,40074,108,6.0,1119
22400154,22000000,38570,83,4.7,1119
51164106,26000000,41557,105,6.2,1119
9930095,108,42495,108,6.0,1119
19351569,22000000,36931,90,5.4,1119
77112176,22000000,41123,94,6.0,1119
33788161,22000000,37125,104,6.4,1119
23619609,30000000,37148,106,5.4,1119
63647656,22000000,42405,106,5.7,1119
43058898,22000000,41605,100,6.4,1119
13555988,22000000,36826,95,6.1,1119
10696210,22000000,34076,104,4.2,1119
72629670,25000000,42250,96,5.2,1119
26193068,21000000,38961,145,7.2,1119
17709155,22000000,38665,116,7.2,1119
14400000,2000000,41143,100,5.5,1119
15447154,22000000,41885,92,6.2,1119
12000000,22000000,28300,121,7.4,1119
9479718,22000000,40458,105,5.2,1119
15400000,22000000,41614,116,6.5,1119
92991835,25000000,39353,119,6.5,1119
24000000,22000000,41473,106,6.0,1119
73244881,17000000,41019,111,5.6,1119
70687344,18000000,30115,136,5.5,1119
46,9000000,39122,90,6.9,1119
42000000,21000000,34045,96,5.1,1119
40222729,32000000,37148,106,6.3,1119
205738714,21000000,41160,122,6.9,1119
41170784,21000000,39087,123,7.5,1119
37000000,134,40487,134,7.0,1119
43928932,21000000,37531,92,6.6,1119
41627431,20000000,39511,115,6.4,1119
17762705,21000000,36230,104,5.1,1119
14899417,17000000,39969,98,6.7,1119
17600000,21000000,39661,120,5.8,1119
10011050,21000000,37508,117,6.5,1119
970816,21000000,40585,91,6.3,1119
69701637,35000000,30155,114,5.9,1119
2856712,15000000,36264,97,6.7,1119
389925971,18000000,29749,115,7.7,1119
358991681,18000000,33927,120,6.3,1119
303788635,20000000,28445,135,7.2,1119
29907685,38000000,38940,90,5.0,1119
299965036,20000000,31915,100,6.1,1119
132675402,20000000,37687,105,5.4,1119
272742922,19000000,33270,119,8.1,1119
121697323,20000000,33648,94,6.5,1119
117224271,20000000,40466,94,6.4,1119
187884007,20000000,28657,116,5.9,1119
149281606,20000000,39724,91,4.9,1119
318000141,13000000,41473,112,7.4,1119
97918663,32000000,38372,95,5.2,1119
100525432,20000000,41822,97,5.0,1119
131282949,35000000,37897,108,6.7,1119
122195920,18000000,34929,101,5.4,1119
113086475,37000000,38161,109,6.3,1119
177243185,20000000,40795,115,6.7,1119
187000000,20000000,41565,134,7.9,1119
57588485,20000000,37603,118,6.2,1119
60072596,20000000,40270,121,6.1,1119
53000000,20000000,33212,105,7.5,1119
207945075,20000000,42523,110,7.6,1119
41158757,1800000,26215,104,7.4,1119
183936074,20000000,42579,100,6.3,1119
48548426,20000000,38765,83,3.6,1119
109862682,20000000,37301,72,6.1,1119
66787908,20000000,41998,127,7.4,1119
135680000,20000000,37659,72,5.6,1119
67192859,20000000,38387,89,4.6,1119
84146832,20000000,39121,96,5.8,1119
45554533,30000000,36567,77,6.3,1119
41596251,20000000,40018,123,6.7,1119
43967255,20000000,42181,111,6.8,1119
86865564,20000000,39107,86,3.2,1119
88346473,20000000,42314,128,7.8,1119
27640028,20000000,39710,110,5.9,1119
39143839,20000000,39003,102,5.2,1119
37672350,20000000,36021,124,6.0,1119
41237648,20000000,38999,115,5.8,1119
35841901,20000000,29207,98,6.1,1119
65464324,20000000,40421,104,5.8,1119
60000000,20000000,35510,127,7.0,1119
80547866,20000000,40408,82,4.2,1119
135330182,25000000,38968,143,6.9,1119
41296320,19800000,41892,103,6.5,1119
50907234,20000000,39779,104,7.0,1119
50907422,32000000,38270,98,6.6,1119
47241945,20000000,41277,92,5.3,1119
78378744,20000000,41375,86,4.6,1119
31678778,20000000,25491,158,6.2,1119
54586584,20000000,39778,128,7.1,1119
46069568,20000000,42419,107,5.7,1119
68349884,35000000,37554,91,5.3,1119
35387212,19000000,40851,108,6.0,1119
67200000,20000000,35874,108,6.3,1119
45636368,20000000,40279,113,6.3,1119
47126295,30000000,36602,113,7.0,1119
64822796,20000000,39506,112,6.6,1119
72258126,20000000,38065,108,7.9,1119
32005248,20000000,40445,105,6.0,1119
65569869,20000000,39548,109,6.3,1119
46089287,20000000,41473,109,6.7,1119
51416464,20000000,39819,98,6.0,1119
49779728,20000000,40248,104,5.9,1119
17425000,20000000,40725,109,6.0,1119
27105095,9000000,38800,100,5.3,1119
39300000,20000000,40438,88,5.3,1119
37597471,20000000,38968,97,5.2,1119
28972508,40000000,40046,89,5.1,1119
21284514,20000000,34839,106,6.7,1119
83707310,20000000,42578,96,7.1,1119
20211394,20000000,39703,115,6.3,1119
32000000,806948,22083,109,8.2,1119
36620508,20000000,39710,101,5.4,1119
34077920,20000000,41682,103,6.7,1119
2297493,20000000,29798,98,4.9,1119
18432000,20000000,31133,121,6.8,1119
18253415,20000000,36049,114,6.5,1119
22222308,20000000,39164,124,7.1,1119
56255142,15000000,39336,148,7.8,1119
17807569,20000000,38989,100,5.6,1119
52302796,20000000,41192,94,5.0,1119
25836616,19000000,35083,108,6.9,1119
17519169,103,35005,103,6.3,1119
100914445,20000000,38027,99,7.2,1119
73276047,20000000,39369,128,7.3,1119
60427839,20000000,37870,124,7.2,1119
16605763,20000000,38233,84,5.8,1119
17432163,20000000,37638,101,5.3,1119
17436509,20000000,40062,120,7.0,1119
15473333,20000000,23788,199,6.5,1119
34854990,19500000,42291,111,6.2,1119
14109284,25000000,39689,87,3.0,1119
22942221,20000000,40151,88,5.5,1119
13801755,20000000,35748,97,6.5,1119
30426096,20000000,40816,106,6.2,1119
32204030,20000000,41011,95,5.8,1119
34560577,20000000,39919,96,5.9,1119
13391174,20000000,39003,123,6.1,1119
27674124,30000000,37582,101,6.4,1119
12482775,20000000,38645,101,6.0,1119
12398628,20000000,37491,96,6.1,1119
17280326,20000000,39891,108,5.7,1119
24145613,20000000,40452,116,6.7,1119
12639297,20000000,42419,115,5.6,1119
10686841,20000000,35668,96,7.3,1119
36606743,20000000,42279,100,6.3,1119
16974459,20000000,39325,105,6.5,1119
9109322,88,38226,88,1.9,1119
12382362,83,38603,83,5.4,1119
10337477,20000000,39087,84,4.7,1119
11341016,20000000,38093,98,6.4,1119
20000000,8000000,25204,149,6.5,1119
11110975,20000000,41998,148,6.5,1119
16549477,20000000,41538,110,5.9,1119
7000000,20000000,39724,83,4.1,1119
15008161,12000000,41529,107,5.3,1119
6575282,87,39479,87,4.7,1119
6420319,20000000,42117,106,7.0,1119
27462041,15000000,40816,99,6.2,1119
7659918,8700000,38862,100,6.8,1119
10442808,20000000,38380,96,3.1,1119
5210988,20000000,40031,111,5.4,1119
12007070,20000000,42003,125,6.5,1119
4001121,20000000,39356,135,6.6,1119
16863583,20000000,41003,93,4.8,1119
5530764,20000000,39700,114,6.8,1119
5048693,2000000,38631,104,7.1,1119
1675706,20000000,37855,84,3.3,1119
5359645,20000000,37596,107,6.9,1119
3727746,10000000,42320,122,5.4,1119
305070,20000000,34586,107,6.2,1119
47301471,86,39477,86,6.1,1119
4634062,20000000,40618,107,4.5,1119
346594,20000000,40522,110,6.0,1119
17671101,106,42278,106,5.3,1119
5496951,27220000,41473,105,6.1,1119
424208848,22000000,33186,181,7.6,1119
216197492,20000000,40679,92,5.4,1119
110879513,19000000,32766,113,6.7,1119
70067909,19000000,38178,95,6.1,1119
173046663,14000000,35419,111,7.0,1119
44017374,19000000,29363,144,8.1,1119
381109762,19000000,31231,116,8.0,1119
40846082,19000000,36462,93,5.5,1119
49830607,19000000,40309,101,5.9,1119
101564935,18000000,37630,95,5.3,1119
5728213,19100000,40585,109,6.5,1119
54956140,20000000,40235,101,6.2,1119
274925095,15000000,37092,125,8.3,1119
8613462,25000000,30806,132,6.5,1119
76586316,131,41586,131,7.4,1119
18755936,19000000,39737,109,6.0,1119
29922472,19000000,40186,100,6.4,1119
4750000,19000000,23460,188,6.0,1119
6928068,19000000,40606,97,6.2,1119
5310554,121,41180,121,5.8,1119
2119994,19000000,34297,93,5.6,1119
108047131,19000000,38457,90,6.0,1119
32801173,19000000,37596,114,7.3,1119
46770602,15000000,38527,93,6.0,1119
10680275,18500000,35937,118,7.2,1119
31912793,18500000,40069,100,6.0,1119
268157400,18000000,41767,96,6.2,1119
351583407,23000000,34544,101,6.6,1119
151668774,18000000,32297,104,6.9,1119
261572744,18000000,39022,82,6.5,1119
141774679,18000000,37085,96,6.1,1119
87000000,18000000,30833,105,6.4,1119
144216468,19000000,38604,122,6.3,1119
65535067,17000000,36504,88,5.5,1119
19682924,16000000,41915,110,3.7,1119
65070412,18000000,38006,106,5.6,1119
76488889,23000000,37951,91,6.5,1119
67683989,16500000,35552,94,6.5,1119
88923251,18000000,42452,94,5.5,1119
72417394,21000000,40627,99,6.3,1119
98235548,18000000,31939,107,7.3,1119
51973029,18000000,30981,160,7.8,1119
14796236,88,39548,88,4.8,1119
129042871,17000000,38107,97,6.9,1119
87754044,19800000,37202,137,6.8,1119
41382841,18000000,31690,103,5.9,1119
103215094,18000000,41878,119,7.4,1119
99206215,18000000,41480,98,7.0,1119
76286096,15000000,38835,111,6.9,1119
62646763,18000000,37949,94,6.0,1119
21378361,1000000,29259,89,6.4,1119
47088990,18000000,40641,106,6.9,1119
24911670,18000000,25743,121,6.7,1119
24007324,86,39913,86,5.6,1119
100000000,18000000,30862,103,5.8,1119
23000000,18000000,29539,129,7.7,1119
36133014,18000000,40074,109,5.6,1119
35692920,18000000,40487,94,7.0,1119
17200925,18000000,36658,115,6.8,1119
24000000,17000000,42320,107,5.4,1119
16702864,18000000,38023,92,4.9,1119
34441873,30000000,42286,122,6.8,1119
2945600,18000000,29818,98,3.7,1119
28008462,21000000,36933,109,6.2,1119
12000000,18000000,29791,108,7.3,1119
10501938,18000000,41515,90,4.9,1119
8038061,18000000,35700,112,6.9,1119
25312387,18000000,41840,94,5.7,1119
6735922,17000000,31457,117,5.8,1119
14110013,18000000,29763,108,6.5,1119
5887457,18000000,34604,127,7.3,1119
20275812,18000000,41635,111,6.7,1119
26527510,18000000,39345,120,6.5,1119
25739015,18000000,39695,114,6.9,1119
20719451,25000000,40087,117,6.8,28
6212282,18000000,42418,112,6.2,1119
22309223,18000000,41634,116,6.7,1119
3500000,2700000,31737,93,5.9,1119
676698,18000000,37257,103,7.0,1119
7972967,18000000,41542,93,6.7,1119
382174,18000000,39757,98,4.4,1119
871279,18000000,40317,338,6.7,1119
34000000,3500000,31247,96,6.9,1119
1831348,18000000,38792,105,6.7,1119
6948633,17900000,31146,89,5.0,1119
13551174,14000000,40970,119,6.0,1119
121463226,20000000,39311,113,7.0,1119
90508336,103,39860,103,6.4,1119
150816700,23000000,39492,98,6.5,1119
51053787,15000000,38702,80,5.9,1119
38000000,17500000,38241,121,7.5,1119
99965753,24000000,39407,89,5.9,1119
7018189,17500000,41605,93,5.8,1119
266586800,18000000,41873,93,4.6,1119
183316455,18500000,31611,137,7.7,1119
72070731,17000000,23671,170,7.4,1119
125586134,17000000,35720,100,5.6,1119
136621271,17000000,41864,104,6.4,1119
109502303,16000000,38282,126,6.9,1119
19179969,17500000,38954,110,5.8,1119
70000000,300000,28788,91,7.4,1119
71625195,17000000,41593,123,6.7,1119
57103895,17000000,39060,109,6.4,1119
136150434,20000000,40472,90,5.8,1119
30331165,17000000,36069,81,5.9,1119
43165571,17000000,40564,86,6.0,1119
69623713,15000000,38786,107,6.1,1119
45710059,128,42055,128,7.4,1119
21170563,20000000,38807,105,6.0,1119
115350426,17000000,41180,112,7.3,1119
19693891,34000000,37125,108,4.8,1119
29536299,17000000,39829,133,6.2,1119
10000000,17000000,23137,154,6.3,1119
97542952,17000000,41369,91,6.4,1119
20455276,17000000,39850,95,5.6,1119
7314027,17000000,38780,107,4.9,1119
19300000,17000000,31981,90,4.1,1119
9500000,17000000,38723,122,7.0,1119
86915017,40000000,38947,110,7.1,1119
2000000,17000000,29902,102,5.6,1119
1569918,17000000,37813,98,6.8,1119
3758328,17000000,41923,120,6.1,1119
374743,17000000,38852,144,5.2,1119
8720000,17000000,28378,91,5.0,1119
9627492,17000000,41144,82,4.5,1119
2281089,16800000,38959,122,5.8,1119
43848069,15000000,32121,126,7.0,1119
135000000,16500000,35046,136,7.2,1119
37311672,16500000,39143,120,6.9,1119
13620075,16500000,39346,108,6.0,1119
16942795,16500000,37974,126,7.0,1119
235860116,16400000,32661,129,8.1,1119
247275374,16000000,34684,107,6.5,1119
92823546,16000000,32710,96,7.3,1119
53977250,16000000,30293,129,7.4,1119
119754278,16000000,36665,93,5.9,1119
133432856,15000000,40678,100,7.3,1119
76514050,16000000,39822,87,4.8,1119
68263166,16000000,41045,94,7.6,1119
6490401,18500000,42439,120,6.4,1119
83258226,19000000,38864,118,7.6,1119
29381649,16000000,37069,130,7.4,1119
40492759,16000000,40578,91,5.3,1119
30987695,17700000,36991,91,5.5,1119
30102717,15000000,33460,110,5.3,1119
80573774,12000000,39127,121,7.4,1119
50007546,16000000,39703,114,4.6,1119
96408652,15000000,39675,96,6.7,1119
20627372,16000000,36693,94,5.4,1119
31556061,16000000,40074,100,5.3,1119
15427192,16000000,36588,96,5.4,1119
13854000,20000000,32486,108,5.3,1119
206678440,26000000,34325,125,7.6,1119
18564088,16000000,36266,100,6.8,1119
12,16000000,38233,97,4.6,1119
4217115,6500000,36385,95,6.7,1119
5900000,16000000,31478,116,6.8,1119
2849142,16000000,39351,113,6.7,1119
1686429,16000000,35657,97,4.3,1119
5867686,16000000,41458,117,6.2,1119
